provincia;titulo;tipo_objeto;autor;fecha_periodo_obra;fecha_robo
Chimborazo;CALIZ DE PLATA;ORFEBRERÍA;ANÓNIMO; SIGLO XX;03-abr-96
Chimborazo;COPON DE PLATA;ORFEBRERÍA;ANÓNIMO; SIGLO XX;03-abr-96
Chimborazo;CRUCIFIJO;ESCULTURA;ANÓNIMO;SIGLO XVIII;03-abr-96
Chimborazo;CRUCIFIJO;ESCULTURA;ANÓNIMO;N/D;03-abr-96
Chimborazo;VIRGEN DE QUITO INMACULADA;ESCULTURA;ANÓNIMO;N/D;05-may-90
Chimborazo;NIÑO JESÚS;ESCULTURA;ANÓNIMO;N/D;05-may-90
Chimborazo;SAN JOSE;ESCULTURA;ANÓNIMO;N/D;05-may-90
Carchi;SAN JOSE;ESCULTURA;ANÓNIMO;N/D;30-abr-07
Carchi;SAN MIGUEL ARCANGEL;ESCULTURA;ANÓNIMO;N/D;30-abr-07
Carchi;PASTOR DE LA VIRGEN DE LA MERCED;ESCULTURA;ANÓNIMO;N/D;30-abr-07
Carchi;SAN ISIDRO LABRADOR;ESCULTURA;ANÓNIMO;N/D;30-abr-07
Carchi;NIÑO JESUS DE BELEN;ESCULTURA;ANÓNIMO;N/D;30-abr-07
Carchi;NIÑO DE LA VIRGEN DE LA PURIFICACIÓN;ESCULTURA;ANÓNIMO;N/D;30-abr-07
Carchi;CORONA DE PLATA;ORFEBRERÍA;ANÓNIMO;N/D;30-abr-07
Tungurahua;EN UN PAIS,  HOY;PINTURA;EDUARDO KINGMAN;1996;31-jul-03
Tungurahua;VIRGEN DEL TRÁNSITO;ESCULTURA;ANÓNIMO;N/D;10-feb-07
Tungurahua;SAN JUAN BAUTISTA;ESCULTURA;ANÓNIMO;N/D;10-feb-07
Tungurahua;VIRGEN MARÍA;ESCULTURA;ANÓNIMO;N/D;10-feb-07
Tungurahua;SAN ISIDRO LABRADOR;ESCULTURA;ANÓNIMO;N/D;10-feb-07
Pichincha;MUJER;PINTURA;JOAQUIN PINTO; SIGLO XX;19-sep-00
Pichincha;PAISAJE (SABANA VENEZOLANA);PINTURA;EUGENIA TINAJERO; SIGLO XX;19-sep-00
Pichincha;PAISAJE (PRIMAVERA);PINTURA;EUGENIA TINAJERO; SIGLO XX;19-sep-00
Pichincha;RETRATO DE EX-PRESIDENTE LUIS CORDERO ;PINTURA;ANÓNIMO;N/D;11-nov-01
Esmeraldas; MASCARA DE ORO;ARQUEOLÓGICO;ANÓNIMO;N/D;2002
Esmeraldas;FIGURAS ARQUEOLOGICAS 80%;ARQUEOLÓGICO;ANÓNIMO;N/D;01-ene-00
Pichincha;VIRGEN DOLOROSA;ESCULTURA;ANÓNIMO;N/D;04-jun-07
Pichincha;JESUS DEL GRAN PODER;ESCULTURA;ANÓNIMO;N/D;12-sep-06
Pichincha;NIÑO JESUS ;ESCULTURA;ANÓNIMO;N/D;12-sep-06
Azuay;CRUCIFIJO;ESCULTURA;ANÓNIMO;N/D;29-jul-00
Pichincha;SEÑOR CRUCIFICADO;PINTURA;MANUEL SAMANIEGO;SIGLO XVIII;27-abr-00
Pichincha;SELLOS POSTALES DESTRUCCION Y ROBO;FILATELICO;ANÓNIMO;N/D;06-mar-07
Pichincha;SELLO POSTAL DE 1/2 REAL ;FILATELICO;ANÓNIMO;1865;06-mar-07
Pichincha;FLORERO DE BRONCE;ORFEBRERÍA;ANÓNIMO;N/D;07-feb-99
Pichincha; LIENZOS ;PINTURA;ANÓNIMO;N/D;07-feb-99
Pichincha;FLORERO;ORFEBRERÍA;ANÓNIMO;N/D;29-oct-02
Pichincha;NO EXISTE INFORMACIÓN ;PINTURA;ANÓNIMO;N/D;29-oct-02
Pichincha;VIRGEN DEL ROSARIO;ESCULTURA;ANÓNIMO; SIGLO XX;24-oct-07
Pichincha;MARIA MADGALENA;ESCULTURA;ANÓNIMO; SIGLO XX;24-oct-07
Pichincha;CRUCIFIJO;ESCULTURA;ANÓNIMO; SIGLO XX;24-oct-07
Pichincha;RELOJ LONGINNES;INSTRUMENTAL CIENTIFICO;ANÓNIMO;N/D;23 y 24 -julio-1998
Imbabura;SAN DIEGO;PINTURA;ANÓNIMO;N/D;04-dic-99
Pichincha;CADENAS DE BRONCE ;ORFEBRERÍA;ANÓNIMO;N/D;08-may-99
Guayas;CORONA RTA;ORFEBRERÍA;ANÓNIMO;1938;27-28-julio-1999
Pichincha;SANTO DOMINGO;ESCULTURA;CARRIÓN; SIGLO XVII;17-sep-00
Pichincha;RELICARIO DE PLATA CON ESTUCHE;ORFEBRERÍA;ANÓNIMO;N/D;17-sep-00
Pichincha;VIRGEN DEL QUINCHE;ESCULTURA;ANÓNIMO;N/D;05-dic-05
Pichincha;APOSTOL;PINTURA;ANÓNIMO;N/D;03-sep-01
Imbabura;VIRGEN DE LAS LAJAS;PINTURA;ANÓNIMO;N/D;01-ago-98
Carchi;ARETES DE LA PURITA ;ORFEBRERÍA;ANÓNIMO;N/D;30-abr-07
Pichincha;DOCTOR DE LA IGLESIA;PINTURA;ATRIBUIDO A FERNANDO RODRIGUEZ;N/D;23-mar-04
Pichincha;DOCTOR DE LA IGLESIA;PINTURA;ATRIBUIDO A FERNANDO RODRIGUEZ;N/D;23-mar-04
Pichincha;DOCTOR DE LA IGLESIA;PINTURA;ATRIBUIDO A FERNANDO RODRIGUEZ;N/D;23-mar-04
Pichincha;CRISTO EN CRUZ (CRUCIFIJO);ESCULTURA;ANÓNIMO; SIGLO XIX;23-mar-04
Pichincha;DE LAS ALMAS Y LA VIRGEN DE LA MERCED;PINTURA;JOAQUIN PINTO; SIGLO XIX;23-mar-04
Pichincha;SOR MARIA DE LA ANTIGUA;PINTURA;MIGUEL DE SANTIAGO; SIGLO XVII;23-mar-04
Pichincha;SANTA ROSA DE LIMA;PINTURA;ANÓNIMO; SIGLO XIX;23-mar-04
Pichincha;VIRGEN DE LAS MERCEDES;PINTURA;ANÓNIMO; SIGLO XX;23-mar-04
Pichincha; LAMPARA;ORFEBRERÍA;ANÓNIMO; SIGLO XX;23-mar-04
Pichincha;MUJER;ESCULTURA;ANÓNIMO; SIGLO XX;23-mar-04
Pichincha;MITRA Y BACULO;ORFEBRERÍA;ANÓNIMO;SIGLO XVIII;23-mar-04
Pichincha;AUREOLA;ORFEBRERÍA;ANÓNIMO;SIGLO XVIII;23-mar-04
Pichincha;CANDELABRO;ORFEBRERÍA;ANÓNIMO; SIGLO XX;23-mar-04
Pichincha;CASULLA;TEXTILES;ANÓNIMO;SIGLO XVIII;23-mar-04
Pichincha;CIRIALES;ORFEBRERÍA;ANÓNIMO;SIGLO XVIII;23-mar-04
Pichincha;MARIA MADGALENA;PINTURA;ANÓNIMO;SIGLO XVIII;23-mar-04
Pichincha;SANTA MERCEDARIA;PINTURA;ANÓNIMO;SIGLO XVIII;23-mar-04
Pichincha;SAN JERONOMO;PINTURA;ANÓNIMO;N/D;23-mar-04
Pichincha;RVDO. PADRE IVAN ;PINTURA;ANÓNIMO;N/D;23-mar-04
Pichincha;VESTIDO DE LA VIRGEN DE LAS MERCEDES;TEXTILES;ANÓNIMO;N/D;23-mar-04
Pichincha;FOCA;ESCULTURA;ANTONIO SALGADO;1923;21-sep-06
Pichincha;JARRONES;ESCULTURA;ANTONIO SALGADO;1923;21-sep-06
Pichincha;BUSTO DE LAMBARE;ESCULTURA;F.J.BÁEZ ROLON ;1961 - 1974;06-oct-06
Pichincha;PLACAS DESCRIPTIVAS;MISCELÁNEOS;ANÓNIMO;N/D;06-oct-06
Pichincha; JOSE SANTIAGO CASTILLO;ESCULTURA;ANÓNIMO;N/D;06-oct-06
Pichincha;MIGUEL MERCHAN OCHOA;ESCULTURA;H.RODAS;N/D;06-oct-06
Pichincha;ISMAEL PEREZ PAZMIÑO;ESCULTURA;E. PEÑARRERA;N/D;06-oct-06
Pichincha;COSME RENELLA;ESCULTURA;ANÓNIMO;1970;06-oct-06
Pichincha;JORGE CHAVEZ DARNELL;ESCULTURA;U. BARRENE CHEA V;1970;06-oct-06
Pichincha;CARLOS MEYER BALDO;ESCULTURA;ANÓNIMO;N/D;06-oct-06
Pichincha;ELIA LIUT;ESCULTURA;ANÓNIMO;1970;06-oct-06
Pichincha;CAMILO DAZA ALVAREZ;ESCULTURA;F.MONTAÑES;1970;06-oct-06
Pichincha;MARIETA DE VEINTIMILLA;ESCULTURA;ANÓNIMO;N/D;06-oct-06
Pichincha;RUBEN DARIO;ESCULTURA;ANÓNIMO;N/D;06-oct-06
Pichincha;MANUEL CORDOVA GALARZA;ESCULTURA;ANÓNIMO;N/D;06-oct-06
Pichincha;CRUCIFIJO CRISTO AGONIZANTE               ;ESCULTURA;ANÓNIMO;SIGLO XVIII;21-jul-07
Pichincha;ANGEL;ESCULTURA;ANÓNIMO;N/D;21-jul-07
Pichincha;VELO DE ALTAR;TEXTILES;ANÓNIMO; SIGLO XX;17-oct-03
Pichincha;LA INMACULADA;PINTURA;ANÓNIMO;SIGLO XVIII;25-jul-98
Pichincha;LA ANUNCIACION;PINTURA;ANÓNIMO;SIGLO XVIII;25-jul-98
Pichincha;MUSICO CALLEJERO;PINTURA;EDUARDO KINGMAN;N/D;07-nov-96
Pichincha;SAN JUAN BAUTISTA;PINTURA;IMBARAN; SIGLO XVII;05-ago-96
Pichincha;SAN PEDRO DE ALCANTARA;ESCULTURA;ANÓNIMO;SIGLO XVIII;07-dic-96
Chimborazo;CRISTO CRUCIFICADO;ESCULTURA;BERNARDO DE LEGARDA;N/D;11-ene-02
Pichincha;CRISTO;ESCULTURA;ANÓNIMO;SIGLO XVIII;15-feb-06
Pichincha;ATRIL;ESCULTURA;ANÓNIMO;N/D;15-feb-06
Tungurahua;DESNUDO  ;PINTURA;HASSENTELIFEL;1928;15-abr-01
Pichincha;SANTA CLARA;PINTURA;ANÓNIMO;N/D;28-jul-01
Pichincha;VIRGEN DEL CARMEN;PINTURA;ANÓNIMO;N/D;28-jul-01
Pichincha;NIÑO DE VASQUEZ;PINTURA;ANÓNIMO;N/D;28-jul-01
Pichincha;SAN JERONIMO;PINTURA;ANÓNIMO;N/D;28-jul-01
Pichincha;VIRGEN DE LA CUEVA;PINTURA;ANÓNIMO;N/D;28-jul-01
Pichincha;VIRGEN MARÍA;PINTURA;ANÓNIMO;N/D;28-jul-01
Pichincha;JESUS;PINTURA;ANÓNIMO;N/D;28-jul-01
Pichincha;LA VIRGEN Y EL NIÑO;PINTURA;ANÓNIMO;N/D;28-jul-01
Pichincha;VIRGEN DE LOS ANGELES;PINTURA;ANÓNIMO;N/D;28-jul-01
Pichincha;NATURALEZA MUERTA;PINTURA;ANÓNIMO;N/D;28-jul-01
Pichincha;LA SAGRADA FAMILIA;PINTURA;ANÓNIMO;N/D;28-jul-01
Pichincha;NATURALEZA MUERTA FLORENCIA;PINTURA;ANÓNIMO;N/D;28-jul-01
Pichincha;EL CHIMBORAZO;PINTURA;ANÓNIMO;N/D;28-jul-01
Pichincha;BODEGON;PINTURA;ANÓNIMO;N/D;28-jul-01
Pichincha;LA VIRGEN Y EL NIÑO;PINTURA;ANÓNIMO;N/D;28-jul-01
Pichincha;BODEGON;PINTURA;ANÓNIMO;N/D;28-jul-01
Pichincha;RETRATO SRA.DE FARINNI;PINTURA;ANÓNIMO;N/D;28-jul-01
Pichincha;SAN ANTONIO;ESCULTURA;ANÓNIMO;N/D;28-jul-01
Pichincha;SAN VICENTE;ESCULTURA;ANÓNIMO;N/D;28-jul-01
Pichincha;SANTO DE COLECCIÓN;ESCULTURA;ANÓNIMO;N/D;28-jul-01
Pichincha;D BISCUI;MOBILIARIO UTILITARIO;ANÓNIMO;N/D;28-jul-01
Pichincha;CAPO D MONTI;MOBILIARIO UTILITARIO;ANÓNIMO;N/D;28-jul-01
Pichincha;FIGURAS CHINAS  FEMENINAS;ESCULTURA;ANÓNIMO;N/D;28-jul-01
Pichincha;NO EXISTE INFORMACIÓN ;PINTURA;GUAYASAMIN;N/D;22-abr-05
Pichincha;NO EXISTE INFORMACIÓN ;PINTURA;KINGMAN;N/D;22-abr-05
Pichincha;NO EXISTE INFORMACIÓN ;PINTURA;MENA FRANCO;N/D;22-abr-05
Pichincha;NO EXISTE INFORMACIÓN ;PINTURA;RONQUILLO;N/D;22-abr-05
Pichincha;VIRGEN DE QUITO INMACULADA;ESCULTURA;ANÓNIMO;N/D;09-ene-02
Pichincha;ARCANGEL;ESCULTURA;ANÓNIMO;SIGLO XVIII;09-ene-02
Pichincha;ARCANGEL;ESCULTURA;ANÓNIMO;SIGLO XVIII;09-ene-02
Pichincha;VISTA DE LA CORDILLERA ORIENTAL;PINTURA;RAFAEL TROYA;1914;15-abr-01
Pichincha;JOSE MARIA TROYA JARAMILLO;PINTURA;RAFAEL TROYA;1905;15-abr-01
Pichincha;VIRGEN;PINTURA;SASSOFERRATO; SIGLO XX;15-abr-01
Pichincha;RETRATO DE MUJER;PINTURA;ANÓNIMO; SIGLO XIX;15-abr-01
Pichincha;CRUCIFIJO;ESCULTURA;ANÓNIMO;N/D;19-feb-95
Cotopaxi;PAISAJE ITALIANO;PINTURA;CLAUDIO DE  LORENA;1999;10-oct-99
Cotopaxi;IGLESIA DEL SALTO;PINTURA;CARLOS PILATASIG;1999;10-oct-99
Cotopaxi;LA SALLE Y LA IGLESIA DE SAN FRANCISCO;PINTURA ;CARLOS PILATASIG;1994;10-oct-99
Cotopaxi;PASO PEATONAL LUIS F;PINTURA;CARLOS PILATASIG;1998;10-oct-99
Cotopaxi;LA SALLE;PINTURA;CARLOS PILATASIG;1997;10-oct-99
Cotopaxi;TESTIMONIO DE LOS AÑOS ;PINTURA;CARLOS PILATASIG;1997;10-oct-99
Cotopaxi;CUPULAS ;PINTURA;CARLOS PILATASIG;1998;10-oct-99
Pichincha;RETRATO;PINTURA;OSWALDO GUAYASAMIN; SIGLO XX;jul-03
Guayas;LA INDIA;PINTURA;OSWALDO GUAYASAMIN;1936;26-oct-97
Guayas;INDIOS EN LUMBRAL;PINTURA;KINGMAN; SIGLO XX;26-oct-97
Pichincha;VIRGEN DE LA CUEVA SANTA;PINTURA;ANÓNIMO; SIGLO XVII;05-mar-98
Pichincha;CRISTO;PINTURA;ANÓNIMO;N/D;27-ago-02
Pichincha;CRISTO AGONIZANTE;ESCULTURA;ANÓNIMO; SIGLO XIX;07-ago-06
Pichincha;NO EXISTE INFORMACIÓN ;PINTURA;EDUARDO KINGMAN;N/D;07-ago-06
Pichincha;NIÑO DIOS;ESCULTURA;MANUEL CHILI CASPICARA;N/D;24-mar-03
Pichincha;CRUCIFIJO;ESCULTURA;ANÓNIMO; SIGLO XIX;20-dic-2003
Pichincha;LAMPARAS;ORFEBRERÍA;CAPO DI MONTI;N/D;05-abr-03
Pichincha;ULTIMA CENA;PINTURA;ANÓNIMO;N/D;05-abr-03
Pichincha;FIGURAS FEMENINAS;ESCULTURA;CAPO DI MONTI;N/D;05-abr-03
Pichincha;UN CRISTO;ESCULTURA;ANÓNIMO;N/D;05-abr-03
Pichincha;CANDELABROS;ORFEBRERÍA;ANÓNIMO;N/D;05-abr-03
Pichincha;MARIPOSA;PINTURA;EDUARDO KINGMAN; SIGLO XX;16-sep-99
Pichincha;EL CASTILLO DE LISBOA;PINTURA;VOROSHILOV BAZANTE; SIGLO XX;16-sep-99
Pichincha;ESPANTAPAJAROS ;PINTURA;JORGE CHALCO; SIGLO XX;16-sep-99
Pichincha;DOS MUJERES;PINTURA;PILAR BUSTOS; SIGLO XX;16-sep-99
Pichincha;VOYEUR;PINTURA;CELSO ROJAS; SIGLO XX;16-sep-99
Pichincha;EL MILAGRO EN LA PLAZA;PINTURA;ENDARA CROW;N/D;16-sep-99
Pichincha;EL SANTO DE LOS CHAZOS;PINTURA;ENDARA CROW;N/D;16-sep-99
Pichincha;EL BRUJO;PINTURA;LEONARDO TEJADA;N/D;16-sep-99
Pichincha;MOTIN ESTUDIANTIL EN MONTREAL;PINTURA;VOROSHILOV BAZANTE;N/D;16-sep-99
Pichincha;ECCE HOMO;PINTURA;FELIX ARAUZ;N/D;16-sep-99
Pichincha;PERSONAJES DE COMEDIA;PINTURA;RONQUILLO;N/D;16-sep-99
Pichincha;EL PENSADOR;PINTURA;N. ROMAN;N/D;16-sep-99
Pichincha;CIRCENSE;PINTURA;ANTONIO ARIAS;N/D;16-sep-99
Pichincha;ROSTRO;PINTURA;F. ARAUZ;N/D;16-sep-99
Pichincha;ROSTRO DE MUJER;PINTURA;EDUARDO KINGMAN;N/D;16-sep-99
Pichincha;DELICIAS;PINTURA;VOROSHILOV BAZANTE;N/D;16-sep-99
Pichincha;DESNUDO  ;PINTURA;P.NIAUPARI;N/D;16-sep-99
Pichincha;DESNUDO  ;PINTURA;ALFREDO EGUIGUREN;N/D;16-sep-99
Pichincha;PAISAJE;PINTURA;CELSO ROJAS;N/D;16-sep-99
Pichincha;PAISAJE COSTA;PINTURA;C. ANDRADE. FAINI;N/D;16-sep-99
Pichincha;PAISAJE ANDINO;PINTURA;CESAR TACCO;N/D;16-sep-99
Pichincha;INTERIOR;PINTURA;CESAR TACCO;N/D;16-sep-99
Pichincha;QUITO;PINTURA;DAVID ANTESANA;N/D;16-sep-99
Pichincha;GUERREROS MAGICOS;PINTURA;DAVID ANTESANA;N/D;16-sep-99
Pichincha;LA VENTANA AZUL;PINTURA;MAURICIO BUENO;N/D;16-sep-99
Pichincha;TELAR DE LA VIRGEN;PINTURA;RENE PULLAS;N/D;16-sep-99
Pichincha;MAPA DE FANTASIA;PINTURA;JAIME VILLA;N/D;16-sep-99
Pichincha;EL FANTASMITA;PINTURA;JOSE RODRIGUEZ;N/D;16-sep-99
Pichincha;SIN TITULO;PINTURA;MONICA GARCES;N/D;16-sep-99
Pichincha;PETROGRIFOS;PINTURA;JORGE ESPAÑA;N/D;16-sep-99
Pichincha;NIÑA;PINTURA;SARA SANCHEZ;N/D;16-sep-99
Pichincha;MATERNIDAD;PINTURA;EDUARDO KINGMAN;N/D;16-sep-99
Pichincha;PAISAJE;PINTURA;SILVIA CASTILLO;N/D;16-sep-99
Pichincha;PORTON CON GATO;PINTURA;SILVIA CASTILLO;N/D;16-sep-99
Pichincha;PAISAJE CON SOL ROJO;PINTURA;BRAJAHIN;N/D;16-sep-99
Pichincha;PAISAJE;PINTURA;JAIME DARQUEA;N/D;16-sep-99
Pichincha;CONDOMINIO;PINTURA;JULIO CEVALLOS;N/D;16-sep-99
Pichincha;PAISAJE;PINTURA;CESAR TACCO;N/D;16-sep-99
Pichincha;CRISTO CRUCIFICADO;ESCULTURA;MIÑA ALVAREZ;N/D;16-sep-99
Pichincha;CRISTO;ESCULTURA;MERIDA;N/D;16-sep-99
Pichincha; PLUMILLAS;MISCELÁNEOS;EDUARDO KINGMAN;N/D;16-sep-99
Imbabura;VIRGEN DE QUITO INMACULADA;ESCULTURA;ANÓNIMO;SIGLO XVIII;25-abr-05
Imbabura;SAN FRANCISCO;ESCULTURA;ANÓNIMO;SIGLO XVIII;25-abr-05
Imbabura;SAN MIGUEL ARCANGEL;ESCULTURA;ANÓNIMO;SIGLO XVIII;25-abr-05
Imbabura;NO EXISTE INFORMACIÓN ;PINTURA;ANÓNIMO;N/D;25-abr-05
Pichincha;CORAZON DE JESUS;PINTURA;ATRIBUIDO A SALAS;N/D;11-sep-01
Pichincha;VIRGEN MARIA DE DOLORES;PINTURA;ANÓNIMO; SIGLO XIX;09-may-04
Pichincha;SAN ANTONIO DE PADUA;ESCULTURA;ANÓNIMO;SIGLO XVIII;07-mar-04
Pichincha;CRUCIFIJO;ESCULTURA;ANÓNIMO;N/D;10-nov-99
Pichincha;BOSQUES DE FLORES;PINTURA;LUIS MILLINGALLI;N/D;01-abr-01
Pichincha;ORQUIDEAS;PINTURA;LUIS MILLINGALLI;N/D;01-abr-01
Pichincha;UVAS;PINTURA;LUIS MILLINGALLI;N/D;01-abr-01
Pichincha;TARAXACO;PINTURA;LUIS MILLINGALLI;N/D;01-abr-01
Pichincha;CAPULIES;PINTURA;LUIS MILLINGALLI;N/D;01-abr-01
Pichincha;FLORIPONDIO 1;PINTURA;LUIS MILLINGALLI;N/D;01-abr-01
Pichincha;FLORIPONDIO 2;PINTURA;LUIS MILLINGALLI;N/D;01-abr-01
Pichincha;BOSQUE EN COLORES;PINTURA;LUIS MILLINGALLI; SIGLO XX;01-abr-01
Pichincha;COLOR ARENA;PINTURA;FRANCISCO CORCUERA;N/D;01-abr-01
Pichincha;ROJO;PINTURA;FRANCISCO CORCUERA; SIGLO XX;01-abr-01
Pichincha;BLANCO NEGRO;PINTURA;FRANCISCO CORCUERA;N/D;01-abr-01
Pichincha;PAJARO VERDE;PINTURA;A. DE NARVAEZ;N/D;01-abr-01
Pichincha;BOSQUE VERDE;PINTURA;CAVELIE;N/D;01-abr-01
Pichincha;MUJER GRANADA;PINTURA;JAIME ZAPATA; SIGLO XX;01-abr-01
Pichincha;BOSQUE DE PERAS;PINTURA;JAIME ZAPATA;N/D;01-abr-01
Pichincha;MUJER GRANADA 2;PINTURA;JAIME ZAPATA;N/D;01-abr-01
Pichincha;BOSQUE GUADUA;PINTURA;MARCO MARTINEZ; SIGLO XX;01-abr-01
Pichincha;HOJAS TROPICALES;PINTURA;MARCO MARTINEZ; SIGLO XX;01-abr-01
Pichincha;DOS CABALLOS;ESCULTURA;MANUEL ORTIZ;N/D;01-abr-01
Pichincha;TORO Y TORERO;ESCULTURA;MANUEL RIVEROS;N/D;01-abr-01
Pichincha;QUITO AZUL;PINTURA;WILFRIDO MARTINEZ;N/D;01-abr-01
Pichincha;CANTUÑA;PINTURA;WILFRIDO MARTINEZ;N/D;01-abr-01
Pichincha;SAN FRANCISCO AZUL;PINTURA;WILFRIDO MARTINEZ;N/D;01-abr-01
Pichincha;ALTAR SAN FRANCISCO;PINTURA;WILFRIDO MARTINEZ;N/D;01-abr-01
Pichincha;CRUCERO SUR SAN FRANCISCO;PINTURA;WILFRIDO MARTINEZ;N/D;01-abr-01
Pichincha;PORTON ACUARELA;PINTURA;FERNANDO SANTOS;N/D;01-abr-01
Pichincha;CALIDO DIA;PINTURA;FERNANDO SANTOS;N/D;01-abr-01
Pichincha;PAISAJE ANDINO;PINTURA;FERNANDO SANTOS;N/D;01-abr-01
Pichincha;HACIENDA CORRANQUI;PINTURA;FERNANDO SANTOS;N/D;01-abr-01
Pichincha;PENDIENTE DE MASCARA DE PUMA;ARQUEOLÓGICO;QUITU CARA;N/D;12-sep-03
Pichincha;FIGURA;ARQUEOLÓGICO;ANÓNIMO;N/D;12-sep-03
Pichincha;SAHUMADOR;ARQUEOLÓGICO;ANÓNIMO;N/D;12-sep-03
Pichincha;RUECA;ARQUEOLÓGICO;ANÓNIMO;N/D;12-sep-03
Pichincha;OLLA;ARQUEOLÓGICO;QUITU CARA;N/D;12-sep-03
Pichincha;MINIATURA DE DEIDAD;ARQUEOLÓGICO;ATACAMES;N/D;12-sep-03
Pichincha;HACHA;ARQUEOLÓGICO;ANÓNIMO;N/D;12-sep-03
Pichincha;PIEZAS ;ARQUEOLÓGICO;ANÓNIMO;N/D;12-sep-03
Pichincha;VIDA MARINA;PINTURA;MIGUEL BETANCOURT;N/D;18-sep-00
Pichincha;QUITO EN AMARILLO Y CUPULA;PINTURA;MARCO VASQUEZ;1994-1996;18-sep-00
Pichincha;LOMAS EN VIOLETA;PINTURA;MARCO VASQUEZ;N/D;18-sep-00
Pichincha;GLORIA (MATERNAL);PINTURA;MARCO VASQUEZ;N/D;18-sep-00
Pichincha;ROMERIA;PINTURA;MARCO VASQUEZ;1994;18-sep-00
Pichincha;PAISAJE;PINTURA;MARCO VASQUEZ;N/D;18-sep-00
Pichincha;LOS ANGELES;PINTURA;LUIS MIDEROS;N/D;18-sep-00
Pichincha;PANECILLO;PINTURA;MARCO VASQUEZ;N/D;18-sep-00
Pichincha;QUITO , SAN JUAN;PINTURA;MARCO VASQUEZ;1999;18-sep-00
Pichincha;QUITO AZUL;PINTURA;MARCO VASQUEZ;2000;18-sep-00
Pichincha;QUITO PINCEL VERDE;PINTURA;MARCO VASQUEZ;2000;18-sep-00
Pichincha;QUITO AEROGRAFO;PINTURA;MARCO VASQUEZ;2000;18-sep-00
Pichincha;QUITO (2);PINTURA;MARCO VASQUEZ;2000;18-sep-00
Pichincha;QUITO (3);PINTURA;MARCO VASQUEZ;N/D;18-sep-00
Pichincha;PAISAJE (3);PINTURA;MARCO VASQUEZ;N/D;18-sep-00
Pichincha;PAISAJE (4);PINTURA;MARCO VASQUEZ;N/D;18-sep-00
Pichincha;PAISAJE (5);PINTURA;MARCO VASQUEZ;N/D;18-sep-00
Pichincha;PUEBLO;PINTURA;MARCO VASQUEZ;2000;18-sep-00
Pichincha;ARBOL;PINTURA;MARCO VASQUEZ;N/D;18-sep-00
Pichincha;MATERNO;PINTURA;MARCO VASQUEZ;N/D;18-sep-00
Pichincha;ARBOL (1);PINTURA;MARCO VASQUEZ;N/D;18-sep-00
Pichincha;ARBOL (2);PINTURA;MARCO VASQUEZ;N/D;18-sep-00
Pichincha;PUEBLO VIOLETA;PINTURA;MARCO VASQUEZ;N/D;18-sep-00
Pichincha;MATERNOS;PINTURA;MARCO VASQUEZ;N/D;18-sep-00
Pichincha;MATERNOS (1);PINTURA;MARCO VASQUEZ;N/D;18-sep-00
Pichincha;MATERNO (1);PINTURA;MARCO VASQUEZ;N/D;18-sep-00
Pichincha;MATERNO (2);PINTURA;MARCO VASQUEZ;N/D;18-sep-00
Pichincha;MATERNO (3);PINTURA;MARCO VASQUEZ;N/D;18-sep-00
Pichincha;MATERNO (4);PINTURA;MARCO VASQUEZ;N/D;18-sep-00
Pichincha;MATERNOS (2);PINTURA;MARCO VASQUEZ;N/D;18-sep-00
Pichincha;MATERNO (5);PINTURA;MARCO VASQUEZ;N/D;18-sep-00
Pichincha;TIENDA;PINTURA;MARCO VASQUEZ;N/D;18-sep-00
Pichincha;PUEBLO;PINTURA;MARCO VASQUEZ;N/D;18-sep-00
Pichincha;PUEBLITO;PINTURA;MARCO VASQUEZ;N/D;18-sep-00
Pichincha;AMANECER;PINTURA;MARCO VASQUEZ;N/D;18-sep-00
Pichincha;AMANECER II;PINTURA;MARCO VASQUEZ;N/D;18-sep-00
Pichincha;BAJO UNA CARPA;PINTURA;MARCO VASQUEZ;N/D;18-sep-00
Pichincha;FRUTERA;PINTURA;MARCO VASQUEZ;N/D;18-sep-00
Pichincha;SIN TITULO;PINTURA;G. MOSQUERA;N/D;18-sep-00
Pichincha;SIN TITULO II;PINTURA;G. MOSQUERA;N/D;18-sep-00
Pichincha;DAMA DE OJOS VERDES;PINTURA;G. MOSQUERA;N/D;18-sep-00
Pichincha;TAURINO;PINTURA;ALBERTO VASQUEZ;N/D;18-sep-00
Pichincha;ILUSTRACION PELICULA R. DE MONTALVO;PINTURA;ALBERTO VASQUEZ;N/D;18-sep-00
Pichincha;ILUSTRACION PELICULA R. DE MONTALVO II;PINTURA;ALBERTO VASQUEZ;N/D;18-sep-00
Pichincha;CABALLO;PINTURA;ALBERTO VASQUEZ;N/D;18-sep-00
Pichincha;BODEGON;PINTURA;AMADO  VASQUEZ;N/D;18-sep-00
Pichincha;ABSTRACTO;PINTURA;TOMAS OCHOA;N/D;18-sep-00
Pichincha;ABSTRACTO II;PINTURA;TOMAS OCHOA;N/D;18-sep-00
Pichincha;SIN TITULO;PINTURA;OSWALDO GUAYASAMIN;N/D;14-may-04
Guayas;FRAGMENTOS;ARQUEOLÓGICO;ANÓNIMO;N/D;abril-1998
Guayas;FRAGMENTOS;ARQUEOLÓGICO;ANÓNIMO;N/D;abril-1998
Guayas;COLLAR;ARQUEOLÓGICO;ANÓNIMO;N/D;abril-1998
